scenario,mode,pair,side,status,elapsed_ms,wall_seconds,instructions,cycles,control_sha256,files_sha256
call_overhead,plain,2,current,ok,122.0,0.173041,2059562186,587911646,7dfe3a5633a78a9134d82101d8707f3002e13d42ea672d0348f8f3674883d439,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
call_overhead,plain,2,main,ok,118.0,0.150059,1928442511,576157470,7dfe3a5633a78a9134d82101d8707f3002e13d42ea672d0348f8f3674883d439,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
call_overhead,plain,3,main,ok,118.0,0.148799,1928426199,569318491,7dfe3a5633a78a9134d82101d8707f3002e13d42ea672d0348f8f3674883d439,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
call_overhead,plain,3,current,ok,118.0,0.149462,2059557091,568705936,7dfe3a5633a78a9134d82101d8707f3002e13d42ea672d0348f8f3674883d439,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
call_overhead,plain,4,current,ok,121.0,0.154368,2059543058,580583928,7dfe3a5633a78a9134d82101d8707f3002e13d42ea672d0348f8f3674883d439,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
call_overhead,plain,4,main,ok,121.0,0.151733,1928469820,586276318,7dfe3a5633a78a9134d82101d8707f3002e13d42ea672d0348f8f3674883d439,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
call_overhead,plain,5,main,ok,123.0,0.152528,1928423719,591864734,7dfe3a5633a78a9134d82101d8707f3002e13d42ea672d0348f8f3674883d439,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
call_overhead,plain,5,current,ok,117.0,0.147597,2059559830,563641075,7dfe3a5633a78a9134d82101d8707f3002e13d42ea672d0348f8f3674883d439,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
call_overhead,optimize,1,main,ok,118.0,0.148196,1928596969,566181168,7dfe3a5633a78a9134d82101d8707f3002e13d42ea672d0348f8f3674883d439,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
call_overhead,optimize,1,current,ok,117.0,0.149271,2059742029,570356275,7dfe3a5633a78a9134d82101d8707f3002e13d42ea672d0348f8f3674883d439,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
call_overhead,optimize,2,current,ok,122.0,0.154216,2059720125,590170074,7dfe3a5633a78a9134d82101d8707f3002e13d42ea672d0348f8f3674883d439,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
call_overhead,optimize,2,main,ok,121.0,0.151317,1928609081,585529104,7dfe3a5633a78a9134d82101d8707f3002e13d42ea672d0348f8f3674883d439,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
call_overhead,optimize,3,main,ok,121.0,0.152369,1928604264,583644320,7dfe3a5633a78a9134d82101d8707f3002e13d42ea672d0348f8f3674883d439,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
call_overhead,optimize,3,current,ok,120.0,0.153821,2059737319,584928088,7dfe3a5633a78a9134d82101d8707f3002e13d42ea672d0348f8f3674883d439,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
call_overhead,optimize,4,current,ok,118.0,0.148287,2059725462,570258500,7dfe3a5633a78a9134d82101d8707f3002e13d42ea672d0348f8f3674883d439,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
call_overhead,optimize,4,main,ok,125.0,0.155643,1928609324,600277557,7dfe3a5633a78a9134d82101d8707f3002e13d42ea672d0348f8f3674883d439,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
call_overhead,optimize,5,main,ok,118.0,0.148203,1928627737,569710639,7dfe3a5633a78a9134d82101d8707f3002e13d42ea672d0348f8f3674883d439,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
call_overhead,optimize,5,current,ok,119.0,0.150863,2059713180,574156769,7dfe3a5633a78a9134d82101d8707f3002e13d42ea672d0348f8f3674883d439,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,plain,1,main,ok,731.0,0.810697,1397612878,447583506,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,plain,1,current,ok,310.0,0.388264,1401515330,445180109,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,plain,2,current,ok,1334.0,1.413963,1400703189,445615071,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,plain,2,main,ok,288.0,0.365559,1391287028,442224618,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,plain,3,main,ok,288.0,0.366778,1393596357,451597071,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,plain,3,current,ok,290.0,0.370803,1405984800,459549134,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,plain,4,current,ok,282.0,0.363077,1406135413,454637764,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,plain,4,main,ok,310.0,0.387652,1388717258,445297969,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,plain,5,main,ok,287.0,0.36684,1395206990,449586559,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,plain,5,current,ok,292.0,0.373041,1406327481,455774500,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,optimize,1,main,ok,1368.0,1.451927,1432278848,459661243,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,optimize,1,current,ok,1913.0,1.997306,1440267867,465465899,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,optimize,2,current,ok,2009.0,2.093342,1438643941,467778352,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,optimize,2,main,ok,1965.0,2.046652,1432791284,464704595,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,optimize,3,main,ok,1967.0,2.047438,1429052424,457980522,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,optimize,3,current,ok,1761.0,1.84286,1439912724,466248496,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,optimize,4,current,ok,1883.0,1.965838,1442697891,465187234,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,optimize,4,main,ok,1917.0,2.002724,1428990275,479761591,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,optimize,5,main,ok,1918.0,1.999401,1429353718,459302994,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
cbr_rates,optimize,5,current,ok,1914.0,1.996469,1441129158,460919352,66d9c3a94f0db7a8a5570f07b88008f146ef417582b752321328e33e197fa9c1,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
csv_write,plain,1,main,ok,940.0,0.972972,12818991967,4226700633,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write,plain,1,current,ok,1085.0,1.119079,13167042978,4907210526,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write,plain,2,current,ok,1080.0,1.112592,13167066581,4887441706,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write,plain,2,main,ok,933.0,0.966211,12818985449,4215233290,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write,plain,3,main,ok,932.0,0.979385,12819022129,4201714316,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write,plain,3,current,ok,1071.0,1.103503,13167068474,4841047341,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write,optimize,1,main,ok,659.0,0.690378,9843579312,2971706742,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write,optimize,1,current,ok,670.0,0.702574,10015409105,3023834366,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write,optimize,2,current,ok,676.0,0.70936,10015399707,3043619974,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write,optimize,2,main,ok,664.0,0.69541,9843593518,2991588815,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write,optimize,3,main,ok,669.0,0.702791,9843574951,3021397656,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write,optimize,3,current,ok,674.0,0.707049,10015416521,3032596821,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write_batched,plain,1,main,ok,46.0,0.077915,730745642,211275941,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write_batched,plain,1,current,ok,49.0,0.080127,751974687,231615364,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write_batched,plain,2,current,ok,49.0,0.080361,751961628,230190883,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write_batched,plain,2,main,ok,47.0,0.077767,730779380,212561201,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write_batched,plain,3,main,ok,45.0,0.077634,730760417,210648988,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write_batched,plain,3,current,ok,49.0,0.081902,751966715,232688823,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write_batched,optimize,1,main,ok,40.0,0.070302,659606458,186617893,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write_batched,optimize,1,current,ok,42.0,0.073827,676614830,197778075,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write_batched,optimize,2,current,ok,43.0,0.074719,676626707,204320643,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write_batched,optimize,2,main,ok,41.0,0.073377,659595377,197743348,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write_batched,optimize,3,main,ok,39.0,0.070832,659570962,184577686,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
csv_write_batched,optimize,3,current,ok,40.0,0.071072,676609912,188042623,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7d911fa93ce19ee4052aa99acd9f191ec8ece6bb2bae2b20a56ae05298ad196d
edata_writer,plain,1,main,ok,69.0,0.126758,963147454,376333725,c4f37ecd8923bc057cde654cfcc1349044387bf46446b10ba9b78566c0b1650a,0635e81195146d6e7824cc96f8ace61a82720567ca81d1d90e06fc4874f7652a
edata_writer,plain,1,current,ok,70.0,0.129018,973196799,382709758,c4f37ecd8923bc057cde654cfcc1349044387bf46446b10ba9b78566c0b1650a,0635e81195146d6e7824cc96f8ace61a82720567ca81d1d90e06fc4874f7652a
edata_writer,plain,2,current,ok,71.0,0.127916,974372158,377031563,c4f37ecd8923bc057cde654cfcc1349044387bf46446b10ba9b78566c0b1650a,0635e81195146d6e7824cc96f8ace61a82720567ca81d1d90e06fc4874f7652a
edata_writer,plain,2,main,ok,74.0,0.131325,961831924,386921682,c4f37ecd8923bc057cde654cfcc1349044387bf46446b10ba9b78566c0b1650a,0635e81195146d6e7824cc96f8ace61a82720567ca81d1d90e06fc4874f7652a
edata_writer,plain,3,main,ok,75.0,0.132024,961812197,390147011,c4f37ecd8923bc057cde654cfcc1349044387bf46446b10ba9b78566c0b1650a,0635e81195146d6e7824cc96f8ace61a82720567ca81d1d90e06fc4874f7652a
edata_writer,plain,3,current,ok,71.0,0.130386,973692152,382477368,c4f37ecd8923bc057cde654cfcc1349044387bf46446b10ba9b78566c0b1650a,0635e81195146d6e7824cc96f8ace61a82720567ca81d1d90e06fc4874f7652a
edata_writer,plain,4,current,ok,72.0,0.134236,973447505,396439236,c4f37ecd8923bc057cde654cfcc1349044387bf46446b10ba9b78566c0b1650a,0635e81195146d6e7824cc96f8ace61a82720567ca81d1d90e06fc4874f7652a
edata_writer,plain,4,main,ok,70.0,0.128811,962401377,377448860,c4f37ecd8923bc057cde654cfcc1349044387bf46446b10ba9b78566c0b1650a,0635e81195146d6e7824cc96f8ace61a82720567ca81d1d90e06fc4874f7652a
edata_writer,plain,5,main,ok,70.0,0.125782,961847130,372651674,c4f37ecd8923bc057cde654cfcc1349044387bf46446b10ba9b78566c0b1650a,0635e81195146d6e7824cc96f8ace61a82720567ca81d1d90e06fc4874f7652a
edata_writer,plain,5,current,ok,70.0,0.129644,973864945,380497618,c4f37ecd8923bc057cde654cfcc1349044387bf46446b10ba9b78566c0b1650a,0635e81195146d6e7824cc96f8ace61a82720567ca81d1d90e06fc4874f7652a
edata_writer,optimize,1,main,ok,78.0,0.139874,944722773,378509001,c4f37ecd8923bc057cde654cfcc1349044387bf46446b10ba9b78566c0b1650a,0635e81195146d6e7824cc96f8ace61a82720567ca81d1d90e06fc4874f7652a
edata_writer,optimize,1,current,ok,69.0,0.153916,960486568,377929738,c4f37ecd8923bc057cde654cfcc1349044387bf46446b10ba9b78566c0b1650a,0635e81195146d6e7824cc96f8ace61a82720567ca81d1d90e06fc4874f7652a
edata_writer,optimize,2,current,ok,70.0,0.130774,960293270,382552859,c4f37ecd8923bc057cde654cfcc1349044387bf46446b10ba9b78566c0b1650a,0635e81195146d6e7824cc96f8ace61a82720567ca81d1d90e06fc4874f7652a
edata_writer,optimize,2,main,ok,70.0,0.128793,943956863,368689728,c4f37ecd8923bc057cde654cfcc1349044387bf46446b10ba9b78566c0b1650a,0635e81195146d6e7824cc96f8ace61a82720567ca81d1d90e06fc4874f7652a
edata_writer,optimize,3,main,ok,70.0,0.130765,944572366,372455246,c4f37ecd8923bc057cde654cfcc1349044387bf46446b10ba9b78566c0b1650a,0635e81195146d6e7824cc96f8ace61a82720567ca81d1d90e06fc4874f7652a
edata_writer,optimize,3,current,ok,73.0,0.134312,962024449,377600752,c4f37ecd8923bc057cde654cfcc1349044387bf46446b10ba9b78566c0b1650a,0635e81195146d6e7824cc96f8ace61a82720567ca81d1d90e06fc4874f7652a
edata_writer,optimize,4,current,ok,72.0,0.134607,960767901,378875473,c4f37ecd8923bc057cde654cfcc1349044387bf46446b10ba9b78566c0b1650a,0635e81195146d6e7824cc96f8ace61a82720567ca81d1d90e06fc4874f7652a
edata_writer,optimize,4,main,ok,70.0,0.146819,944894536,374753487,c4f37ecd8923bc057cde654cfcc1349044387bf46446b10ba9b78566c0b1650a,0635e81195146d6e7824cc96f8ace61a82720567ca81d1d90e06fc4874f7652a
