scenario,mode,status,runs,main_median_ms,current_median_ms,elapsed_ms_delta_mean,elapsed_ms_delta_min,elapsed_ms_delta_max,instructions_delta_mean,instructions_delta_min,instructions_delta_max,cycles_delta_mean,cycles_delta_min,cycles_delta_max
regexp,plain,ok,10,69.0,69.0,-0.26178812002449303,-4.1666666666666625,1.449275362318847,0.638725579195234,0.6348411035999035,0.6463466721480016,-0.7563265561238297,-3.4099595967649554,0.9915501443612529
regexp,optimize,ok,10,70.0,70.0,0.8818709357594878,-1.4285714285714235,7.246376811594213,0.6395372546900946,0.6360454135049709,0.6412987474602838,-2.5429510938221456,-7.8102068602239,1.2885099423295854
simple_parquet_reader,plain,ok,10,389.0,427.0,9.995512650817972,8.461538461538453,12.435233160621761,5.194773751180541,5.16457110673143,5.252243982673299,10.296252170702274,8.126942912708968,12.21717114887082
simple_parquet_reader,optimize,ok,10,383.0,407.0,6.163734749835985,3.8363171355498826,7.387862796833766,2.8738058223063367,2.828213487469333,2.8897780881869117,6.837470567407724,4.874254432483793,7.577869720641139
str_concat,plain,ok,10,2.0,1.0,-10.0,-50.0,0.0,5.459418086322407,5.4370574237364355,5.48167749788826,5.27603466217228,4.442693709946299,7.295121919662528
str_concat,optimize,ok,10,1.0,1.0,-20.0,-50.0,0.0,5.4487852922585756,5.436611272654623,5.467263156917945,5.1029494667371145,3.21406965514488,8.106287944197188
str_find,plain,ok,10,271.0,302.0,12.01789381449025,9.420289855072461,15.498154981549806,-0.04917047101142158,-0.6853453691206379,0.3435313518325378,11.740508164872256,8.85782546996625,15.771668157188978
str_find,optimize,ok,10,274.0,310.0,11.073687305159105,6.959706959706957,14.963503649635035,-0.19755063659008476,-0.6857069219122769,0.27785825246546825,10.860222803229789,7.3495508246548935,14.978562633421832
str_index,plain,ok,10,62.0,66.0,8.150729932855795,0.0,24.590163934426236,1.7554515793851166,1.754082453426542,1.7570892998916676,7.415081649508659,0.06696239346359878,22.273748903200886
str_index,optimize,ok,10,62.0,66.0,7.718812692536914,6.451612903225801,8.196721311475418,1.7560929619168197,1.7554495988967078,1.756566819171157,7.890438936740045,6.014744060184607,8.779044849955643
table_compare,plain,ok,6,4480.0,4466.0,-1.1833425165297544,-3.956989247311826,0.36231884057971175,1.4679384123989465,1.4464223921162978,1.494596309651297,1.5265716322142797,1.1839186832665716,1.7953953649706644
table_compare,optimize,ok,6,4453.0,4495.0,0.9648831905225363,-0.2478035593602157,2.4028744666517055,1.9858524257533094,1.9826323857257355,1.987476325362958,2.1573780451376035,1.3976926684311053,3.215470167435841
table_compare2,plain,ok,6,788.0,806.0,2.077436517906084,0.24906600249066102,3.6989795918367374,1.0476508321847582,1.0130989962283454,1.0836420528863355,2.4815778468174474,2.1519877608308535,2.8361902133835937
table_compare2,optimize,ok,6,766.0,788.0,2.6044302630741014,1.1553273427471034,4.569190600522188,0.5832736750930915,0.5716639115005862,0.599606643404238,1.8541022328962302,0.5130314467907127,3.6629274188298755
table_save_load,plain,ok,6,1328.0,1344.0,1.2630052663730111,0.15048908954100604,2.2831050228310446,0.3584905712645359,0.3497090310214723,0.3643428352187117,3.6394766961466893,1.9293159954048678,6.265569471000876
table_save_load,optimize,ok,6,1318.0,1307.0,-0.7984746071180271,-1.9726858877086473,0.8487654320987748,0.1327751302242867,0.11974165659502933,0.14476610843090487,0.170070970346999,-0.4987163676451245,1.0781335258558178
table_sort,plain,ok,10,69.0,69.0,0.47675906183368894,-7.9999999999999964,8.955223880597018,0.7734425781341292,0.7725877653761204,0.7744434966749703,1.5729020435986119,-0.648656116288393,5.0446617018721
table_sort,optimize,ok,10,71.0,69.0,-0.668299994463295,-8.108108108108103,7.462686567164178,0.6107620868946917,0.5819031840750943,0.6632007420011687,2.131921675814703,-0.8164573669721342,6.482537527929777
table_total,plain,ok,10,53.0,56.0,7.694879987443808,5.454545454545445,12.00000000000001,2.4669790699063343,2.2601289918882994,2.7875434553856326,9.158833348976483,6.126418989790161,12.312901132823928
table_total,optimize,ok,10,43.0,43.0,1.839826839826837,0.0,4.545454545454541,2.024183616873332,1.8281715122320907,2.2260641972246864,1.3614148199126719,0.1820964453122631,2.3581525293268735
textdoc_invoice,plain,ok,10,1049.0,1058.0,-0.5994798785652278,-2.316602316602312,2.19256434699715,-0.4185348563275948,-1.5331800312193278,1.5475561113491132,-0.5691850407148613,-1.950550613762958,2.0886172202872366
textdoc_invoice,optimize,ok,10,1021.0,1009.0,-0.7687803858673026,-3.1669865642994233,2.1547502448579836,0.693501705914874,-0.433294026839981,1.9872028365463201,-0.5372533978180294,-2.9280209728985374,2.2832135031132683
xml_parse,plain,ok,10,872.0,823.0,-5.314187239981701,-6.931818181818183,-2.9036004645760727,-6.696571055306071,-6.711752752412159,-6.6896866756870565,-4.51754143091458,-6.439609513706057,-2.424641831280583
xml_parse,optimize,ok,10,826.0,794.0,-2.881354905582585,-6.028368794326244,3.14769975786926,-3.5158213388374793,-3.550057381569538,-3.4908855656309967,-1.09994713844211,-4.389466398298736,5.749568236782165
xml_write,plain,ok,10,343.0,291.0,-15.512369207891199,-18.39080459770115,-13.742690058479534,-15.326972863724533,-15.347940558361605,-15.307235665020603,-16.14773379336766,-18.81868949449216,-14.67611343735583
xml_write,optimize,ok,10,318.0,291.0,-8.277801533485533,-9.375,-5.345911949685533,-10.493000285990888,-10.537964066776018,-10.463319335376442,-8.49132390766066,-9.732664496026345,-5.994179119153042
zip_read,plain,ok,10,18.0,18.0,-0.830409356725146,-9.999999999999998,11.111111111111116,2.8110852479473847,2.804024212084011,2.815366007500897,0.23230455775841818,-3.4014222971900265,3.4737939530508744
zip_read,optimize,ok,10,19.0,19.0,0.11695906432748408,-5.263157894736848,5.555555555555558,2.7876402331098316,2.7828364659941096,2.792632167931619,2.7478502363102564,0.8102280643236703,7.244705528938766
zip_write,plain,ok,10,45.0,45.0,1.3732981993851534,-2.1739130434782594,6.818181818181812,1.5639779444016977,1.5548308430405777,1.56797790889609,2.0219474221868516,1.0683862023866064,3.7570844008772752
zip_write,optimize,ok,10,44.0,45.0,-0.23636363636363686,-7.9999999999999964,4.545454545454541,1.5669931943887683,1.563307567941874,1.569751399018804,1.8113265058849426,-0.6211708343501043,3.5473467045720186
